sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,brand_logo,cake_type,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,flowers_quantity,free_gift,gallery,gift_message_available,has_options,image,image_label,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,note,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,teddy_size,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,Cake,simple,,Default Category,base,,Egg,,,,2017-07-18 09:45:19,,,,,"A decadent chocolate multi-layered cake. From the very first slice your mouth will water, you will love the moist cake and the chocolate frosting that covers every inch of the cake that’s applied when it’s still warm (yum). It is a divine desert that will melt in your mouth. If you are ready for a little piece of heaven then this traditional favorite is the answer.",,Yes,,,0,/a/h/ahr0ccuzqsuyriuyrnn3zwv0yxbvbgl0ys5jb20lmkz3cc1jb250zw50jtjgdxbsb2fkcyuyrjiwmtylmkywncuyrmdsyw1yb2nrdhjhetu4ms5qcgc_.jpg,,Yes,,,,"the mid night gifts, cake delivery online, online cake delivery, jaipur, cakes, eggless cakes, designer cakes, online gifts, buy gifts online",,,,Use config,Use config,Deep Dark Chocolate Cake,,,Note: “Actual product design may differ than shown in the image” ,Block after Info Column,,349,0,1 Pounds Deep Dark Chocolate Cake for your special occasion,/a/h/ahr0ccuzqsuyriuyrnn3zwv0yxbvbgl0ys5jb20lmkz3cc1jb250zw50jtjgdxbsb2fkcyuyrjiwmtylmkywncuyrmdsyw1yb2nrdhjhetu4ms5qcgc_.jpg,,2017-07-18 00:00:00,329,,1,0,,/a/h/ahr0ccuzqsuyriuyrnn3zwv0yxbvbgl0ys5jb20lmkz3cc1jb250zw50jtjgdxbsb2fkcyuyrjiwmtylmkywncuyrmdsyw1yb2nrdhjhetu4ms5qcgc_.jpg,,2017-07-19 07:05:17,deep-dark-chocolate-cake,deep-dark-chocolate-cake.html,4,1,11,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/a/h/ahr0ccuzqsuyriuyrnn3zwv0yxbvbgl0ys5jb20lmkz3cc1jb250zw50jtjgdxbsb2fkcyuyrjiwmtylmkywncuyrmdsyw1yb2nrdhjhetu4ms5qcgc_.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,Cake,simple,,Default Category,base,,Eggless,,,,2017-07-18 10:20:32,,,,,"When the good and best of two worlds come together it gives birth to a sinful, heavenly combination. The divine matrimony of the creamy Italian Panacotta and rich caramel has led to the Caramel Panacotta Cake. Pancotta recipe straight from the Italian culinary archive, a crunchy caramelized biscuit from France and sea salt from the lakes of Great Britain lend the exclusive palette of tastes to this unique creation from Ovenfresh. Caramel made from scratch with French cream and golden butter adds to the richness of thecake. Layered with a dense chocolate sponge the variation of chocolaty shades is evident. The highlight of the cake is the Italian panacotta that is sandwiched between a lush chocolate creamoux the cake is heavy on both taste and texture. The eggless delight does not compromise at any level and is ideal for all food lovers. Garnished with a light hazelnut ganache, the nuttiness takes the cake to another level. Prices including all Govt taxes (central excise, Vat and service tax) Price excluding delivery charge.",,Yes,,,0,/c/a/caramel-panacotta-with-hazelnut-chocolate-mousse-cake.jpg,,Yes,,,,"the mid night gifts, cake delivery online, online cake delivery, jaipur, cakes, eggless cakes, designer cakes, online gifts, buy gifts online",,,,Use config,Use config,Caramel Panacotta with Hazelnut Chocolate Mousse Cake,,,Note: “Actual product design may differ than shown in the image” ,Block after Info Column,,399,0,1 Pounds- Caramel Panacotta with Hazelnut Chocolate Mousse Cake,/c/a/caramel-panacotta-with-hazelnut-chocolate-mousse-cake.jpg,,2017-07-18 00:00:00,329,,1,0,,/c/a/caramel-panacotta-with-hazelnut-chocolate-mousse-cake.jpg,,2017-07-19 07:05:03,caramel-panacotta-with-hazelnut-chocolate-mousse-cake,caramel-panacotta-with-hazelnut-chocolate-mousse-cake.html,4,1,11,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/c/a/caramel-panacotta-with-hazelnut-chocolate-mousse-cake.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,Cake,simple,,Default Category,base,,Eggless,,,,2017-07-18 10:00:41,,,,,"Chocolate and strawberry were also said to have paired by the Gods. The supreme harmonizing of gorgeous belgium chocolate and garden - fresh strawberries gives this cake its aphrodisiacal touch. In a spoonful of goodness, you taste the moist chocolate sponge soaked in syrup, strawberry custard filling and the french dairy cream almost taking your senses to food paradise. The density of dark chocolate is lovingly balanced with the light texture of whipped dairy cream. The cake is heartily coated in a deep, belgium chocolate ganache and loaded with fresh strawberries true to its name. Sweet-and-sour strawberries, dark ganache and the sweet cream creates a striking contrast of flavours and texture in the cake.",,Yes,,,0,/c/h/chocolate-strawberry.jpg,,Yes,,,,"the mid night gifts, cake delivery online, online cake delivery, jaipur, cakes, eggless cakes, designer cakes, online gifts, buy gifts online",,,,Use config,Use config,Chocolate strawberry Eggless Cake,,,Note: “Actual product design may differ than shown in the image” ,Block after Info Column,,349,0,1 Pounds Eggless- Chocolate strawberry Cake,/c/h/chocolate-strawberry.jpg,,2017-07-18 00:00:00,329,,1,0,,/c/h/chocolate-strawberry.jpg,,2017-07-19 07:04:43,chocolate-strawberry-eggless-cake,chocolate-strawberry-eggless-cake.html,4,1,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/c/h/chocolate-strawberry.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Cake,simple,,Default Category,base,,Egg,,,,2017-07-18 11:05:01,,,,,A Chocolassic cake you will fall in love with! Combination of rich chocolate with wafers and the world famous KitKat that takes you to heaven.,,Yes,,,0,/4/7/4755.png,,Yes,,,,"the mid night gifts, cake delivery online, online cake delivery, jaipur, cakes, eggless cakes, designer cakes, online gifts, buy gifts online",,,,Use config,Use config,KitKat Classic,,,Note: “Actual product design may differ than shown in the image” ,Block after Info Column,,399,0,1 Pounds Rich chocolate with KitKat!,/4/7/4755.png,,2017-07-18 00:00:00,349,,1,0,,/4/7/4755.png,,2017-07-19 07:04:28,kitkat-classic,kitkat-classic.html,4,1,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/4/7/4755.png,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,Cake,simple,,Default Category,base,,Egg,,,,2017-07-18 11:13:20,,,,,The Mid Night Gifts all time Hit Tree Cake..,,Yes,,,0,/t/r/tree_cake_rs_1000_copy_1_.png,,Yes,,,,,,,,Use config,Use config,Tree Cake,,,Note: “Actual product design may differ than shown in the image” ,Block after Info Column,,599,0,2 Pounds Tree Cake - Beautifully Crafted Cake!,/t/r/tree_cake_rs_1000_copy_1_.png,,2017-07-18 00:00:00,529,,1,0,,/t/r/tree_cake_rs_1000_copy_1_.png,,2017-07-18 07:48:06,tree-cake,tree-cake.html,4,2,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/t/r/tree_cake_rs_1000_copy_1_.png,,2,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,Default,simple,,Default Category,base,,,,,,2017-07-18 11:26:07,,,,,A sweet and elegant gift for your loved one on their special day to make it more special. Send this lovely combo of 50 red roses beautifully Life Size Arrangement with 1 Pounds heart shape cake.,,,,,0,/f/c/fct29-600x600.jpg,,Yes,,,,,,,,Use config,Use config,50 Red Roses Arrangement  With Heart Shape Cake,,,,Block after Info Column,,1300,0,50 Red Roses Arrangement With 1 Pounds Heart Shape Cake,/f/c/fct29-600x600.jpg,,2017-07-18 00:00:00,1279,,1,0,,/f/c/fct29-600x600.jpg,,2017-07-18 08:59:04,life-size-arrangement-of-50-red-roses-with-heart-shape-cake,life-size-arrangement-of-50-red-roses-with-heart-shape-cake.html,4,1,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/f/c/fct29-600x600.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,Default,simple,,Default Category,base,,,,,,2017-07-18 10:33:13,,,,,"Looking something more special to make your loved one’s feel more special on their special day, then gift this lovely combo of 30 red roses heart shape arrangement beautifully arranged in a cane basket along with 1 Pound heart shape cake and a sweet teddy bear. ",,,,,0,/f/c/fct32-600x600.jpg,,Yes,,,,,,,,Use config,Use config,30 Red Roses Heart Shape Arrangement With Cake And Teddy Bear,,,,Block after Info Column,,799,0,30 Red Roses Heart Shape Arrangement With 1 Pounds Cake And Teddy Bear,/f/c/fct32-600x600.jpg,,2017-07-18 00:00:00,779,,1,0,,/f/c/fct32-600x600.jpg,,2017-07-18 09:04:34,30-red-roses-heart-shape-arrangement-with-cake-and-teddy-bear,30-red-roses-heart-shape-arrangement-with-cake-and-teddy-bear.html,4,1,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/f/c/fct32-600x600.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Default,simple,,Default Category,base,,,,,,2017-07-18 11:48:50,,,,,There would not be any other way to express your feelings to someone very special in your life. Send this lovely of 15 Pink roses beautifully arranged in bouquet along with a sweet teddy bear.,,,,,0,/f/c/fct23-600x600.jpg,,Yes,,,,,,,,Use config,Use config,15 Pink Roses Bouquet With Teddy Bear,,,,Block after Info Column,,499,0,15 Pink Roses Bouquet With Teddy Bear for your loved one,/f/c/fct23-600x600.jpg,,2017-07-18 00:00:00,479,,1,0,,/f/c/fct23-600x600.jpg,,2017-07-18 09:20:05,15-pink-roses-bouquet-with-teddy-bear,15-pink-roses-bouquet-with-teddy-bear.html,4,15,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/f/c/fct23-600x600.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,Default,simple,,Default Category,base,,,,,,2017-07-18 11:47:21,,,,,There would not be any other way to express your feelings to someone very special in your life. Send this lovely 3 Red Roses bunch arranged  along with a 1 Pounds Chocolate Cake.,,,,,0,/c/o/combo00023.jpg,,Yes,,,,,,,,Use config,Use config,Chocolate Cake and 3 Red Roses bunch,,,,Block after Info Column,,479,0,1 Pounds Chocolate Cake and 3 Red Roses bunch,/c/o/combo00023.jpg,,2017-07-18 00:00:00,429,,1,0,,/c/o/combo00023.jpg,,2017-07-18 09:48:30,chocolate-cake-and-3-red-roses-bunch,chocolate-cake-and-3-red-roses-bunch.html,4,1,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/c/o/combo00023.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Default,simple,,Default Category,base,,,,,,2017-07-18 13:22:40,,,,,There would not be any other way to express your feelings to someone very special in your life. Send this lovely of 10 red roses bunch along with a sweet teddy bear and Dairy milk chocolates.,,,,,0,/c/l/classic_combo_3443mt_bff5c690.jpg,,Yes,,,,,,,,Use config,Use config,10 Red Roses Bunch with Teddy and Chocolates,,,,Block after Info Column,,499,0,10 Red Roses Bunch with Teddy and 5 Dairy Milk Chocolates.,/c/l/classic_combo_3443mt_bff5c690.jpg,,2017-07-18 00:00:00,479,,1,0,,/c/l/classic_combo_3443mt_bff5c690.jpg,,2017-07-18 10:16:34,10-red-roses-bunch-with-teddy-and-chocolates,10-red-roses-bunch-with-teddy-and-chocolates.html,4,10,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/c/l/classic_combo_3443mt_bff5c690.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,Default,simple,,Default Category,base,,,,,,2017-07-18 13:47:45,,,,,There would not be any other way to express your feelings to someone very special in your life. Send this lovely of 3 red roses bunch along with a sweet teddy bear and chocolate cake.,,,,,0,/l/o/love_you_combo_364_55e1bc96.jpg,,Yes,,,,,,,,Use config,Use config,Love You Combo!!,,,,Block after Info Column,,599,0,3 Red Roses Bunch with Teddy and 1 Pounds Chocolate Cake.,/l/o/love_you_combo_364_55e1bc96.jpg,,2017-07-18 00:00:00,579,,1,0,,/l/o/love_you_combo_364_55e1bc96.jpg,,2017-07-18 10:21:57,10-red-roses-bunch-with-teddy-and-chocolates,10-red-roses-bunch-with-teddy-and-chocolates-90.html,4,3,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/c/l/classic_combo_3443mt_bff5c690_1.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/l/o/love_you_combo_364_55e1bc96.jpg,,2,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,Default,simple,,Default Category,base,,,,,,2017-07-18 13:08:12,,,,,There would not be any other way to express your feelings to someone very special in your life. Send this lovely Diary Milk Chocolate Bouquet to your loved one.,,,,,0,/1/0/1003_1.jpg,,Yes,,,,,,,,Use config,Use config,Diary Milk Chocolate Bouquet,,,,Block after Info Column,,449,0,20 Dairy Milk Beautiful Chocolate Bouquet..,/1/0/1003_1.jpg,,2017-07-18 00:00:00,400,,1,0,,/1/0/1003_1.jpg,,2017-07-18 11:15:13,diary-milk-chocolate-bouquet,diary-milk-chocolate-bouquet.html,4,20,11,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/1/0/1003_1.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,Default,simple,,Default Category,base,,,,,,2017-07-18 14:13:33,,,,,There would not be any other way to express your feelings to someone very special in your life. Send this lovely Chocolate Bouquet to your loved one.,,,,,0,/c/h/chocolate-bar-hamper-bouquet.jpg,,Yes,,,,,,,,Use config,Use config,Chocolate Bar Bouquet for Her,,,,Block after Info Column,,499,0,20 chocolates- Beautiful Chocolate Bouquet..,/c/h/chocolate-bar-hamper-bouquet.jpg,,2017-07-18 00:00:00,449,,1,0,,/c/h/chocolate-bar-hamper-bouquet.jpg,,2017-07-18 11:14:37,diary-milk-chocolate-bouquet,diary-milk-chocolate-bouquet-133.html,4,20,12,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,/1/0/1003_1_1.jpg,,1,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/c/h/chocolate-bar-hamper-bouquet.jpg,,2,0
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
